open_prompt,mcq_prompt,A,B,C,D,normal_question,full_answer,shuffled_answer
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Timmerman's interviews with numerous factory workers make it clear that taking away their jobs is akin to creating a poverty tsunami.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tsunami”. 
    ","TEXT: Timmerman's interviews with numerous factory workers make it clear that taking away their jobs is akin to creating a poverty tsunami.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""tsunami""? Choose the best option from the following:

    ",poverty,increase,adversity,enlargement,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Timmerman's interviews with numerous factory workers make it clear that taking away their jobs is akin to creating a poverty tsunami.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tsunami”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the metaphorical sentence ""taking away their jobs is akin to creating a poverty tsunami"" uses the word ""tsunami"" as the source to describe or explain the target. The target in this metaphor is the concept of ""poverty."" The comparison suggests that the removal of jobs leads to a sudden and overwhelming increase in poverty, similar to how a tsunami is a sudden and overwhelming natural disaster. Therefore, the word ""poverty"" is being described or explained by the word ""tsunami.""

/boxed[poverty]",POVERTY
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: These measures would help close the wealth chasm.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “chasm”. 
    ","TEXT: These measures would help close the wealth chasm.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""chasm""? Choose the best option from the following:

    ",wealth,inequality,affluence,bias,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""These measures would help close the wealth chasm.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “chasm”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, ""These measures would help close the wealth chasm,"" the word ""chasm"" is used metaphorically. The target being described or explained by the word ""chasm"" is the significant gap or disparity. In this context, the metaphor highlights the large and possibly daunting gap in wealth distribution. Therefore, the word being described by ""chasm"" is ""gap."" 

/boxed[gap]",GAP
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Filed Under 24 Comments » Published: December 29, 2010 under Archived Featured Articles, Archived Guest Articles If you hired a wealth coach to help you build a seven-figure income by investing or starting a new business, would you expect to find yourself in bankruptcy court a year later, with your house on the auction block?
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “coach”. 
    ","TEXT: Filed Under 24 Comments » Published: December 29, 2010 under Archived Featured Articles, Archived Guest Articles If you hired a wealth coach to help you build a seven-figure income by investing or starting a new business, would you expect to find yourself in bankruptcy court a year later, with your house on the auction block?
       
    QUESTION: Which word is being described or explained by the metaphorical word ""coach""? Choose the best option from the following:

    ",wealth,advisor,affluence,strategist,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Filed Under 24 Comments » Published: December 29, 2010 under Archived Featured Articles, Archived Guest Articles If you hired a wealth coach to help you build a seven-figure income by investing or starting a new business, would you expect to find yourself in bankruptcy court a year later, with your house on the auction block?""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “coach”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""coach"" is used metaphorically. The target being described or explained by the word ""coach"" is ""wealth"". The metaphor suggests that wealth is something that can be guided, trained, or developed, similar to how a coach would guide an athlete. Therefore, the target in this metaphor is ""wealth"". 

/boxed[wealth]",WEALTH
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: But in order to build your wealth shield against the threats posed by intrusive government, or what we call the “federal leviathan,” central bank currency manipulation, corporatism and other exogenous threats, you have to remain nimble and flexible enough to be able to move our assets into specific areas of the equity, bond and commodity markets that, at any given time, could be outperforming other asset classes.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “shield”. 
    ","TEXT: But in order to build your wealth shield against the threats posed by intrusive government, or what we call the “federal leviathan,” central bank currency manipulation, corporatism and other exogenous threats, you have to remain nimble and flexible enough to be able to move our assets into specific areas of the equity, bond and commodity markets that, at any given time, could be outperforming other asset classes.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""shield""? Choose the best option from the following:

    ",wealth,protection,opulence,insulation,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""But in order to build your wealth shield against the threats posed by intrusive government, or what we call the “federal leviathan,” central bank currency manipulation, corporatism and other exogenous threats, you have to remain nimble and flexible enough to be able to move our assets into specific areas of the equity, bond and commodity markets that, at any given time, could be outperforming other asset classes.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “shield”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""shield"" is used metaphorically to describe or explain the concept of ""wealth."" The metaphor suggests that wealth acts as a protective barrier against various threats. Therefore, the target being described by the source ""shield"" is ""wealth."" 

/boxed[wealth]",WEALTH
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The intent of this form of intrusive legislation is to keep an eye on any NGO that could be considered unfavorable to the government.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “form”. 
    ","TEXT: The intent of this form of intrusive legislation is to keep an eye on any NGO that could be considered unfavorable to the government.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""form""? Choose the best option from the following:

    ",legislation,type,mandate,variety,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""The intent of this form of intrusive legislation is to keep an eye on any NGO that could be considered unfavorable to the government.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “form”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""form"" is used metaphorically to describe or explain a particular type or kind of legislation. The metaphorical use of ""form"" suggests that the legislation has a specific shape or structure, which in this context, is characterized by its intrusive nature. Therefore, the target being described or explained by the word ""form"" is ""legislation"". 

/boxed[legislation]",LEGISLATION
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The Open Door Raj assumed that when the doors were open and restraints removed, China would naturally follow the American path to democracy, prosperity and Christianity.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “path”. 
    ","TEXT: The Open Door Raj assumed that when the doors were open and restraints removed, China would naturally follow the American path to democracy, prosperity and Christianity.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""path""? Choose the best option from the following:

    ",democracy,process,legislation,routine,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""The Open Door Raj assumed that when the doors were open and restraints removed, China would naturally follow the American path to democracy, prosperity and Christianity.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “path”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the metaphorical sentence ""China would naturally follow the American path to democracy, prosperity and Christianity"" uses the word ""path"" as a metaphor. Here, ""path"" is the source, and it is used to describe or explain the target, which is the process or journey that China is expected to undertake. The metaphor suggests a progression or a series of steps that lead to a particular outcome, similar to how a path leads to a destination. Therefore, the target being described by the word ""path"" is the concept of a ""process"" or ""journey.""

/boxed[process]",PROCESS
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The NGO experiences establish that there is a strong latent demand for education even among the poorest and a responsive education system can overcome the obstacle of poverty to bring children into schools.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “obstacle”. 
    ","TEXT: The NGO experiences establish that there is a strong latent demand for education even among the poorest and a responsive education system can overcome the obstacle of poverty to bring children into schools.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""obstacle""? Choose the best option from the following:

    ",poverty,limitations,exclusion,inhibition,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""The NGO experiences establish that there is a strong latent demand for education even among the poorest and a responsive education system can overcome the obstacle of poverty to bring children into schools.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “obstacle”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""obstacle"" is used metaphorically to describe or explain a concept that hinders or prevents progress. The context of the sentence suggests that the ""obstacle"" is something that stands in the way of children attending school. The text specifically mentions ""poverty"" as a factor that can be overcome by a responsive education system. Therefore, ""poverty"" is being described or explained by the word ""obstacle"" in this context. 

/boxed[poverty]",POVERTY
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: This guy is nothing more than a skidmark on the underwear of government, and when we get done you'll think so, too.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “underwear”. 
    ","TEXT: This guy is nothing more than a skidmark on the underwear of government, and when we get done you'll think so, too.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""underwear""? Choose the best option from the following:

    ",government,reputation,council,honor,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""This guy is nothing more than a skidmark on the underwear of government, and when we get done you'll think so, too.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “underwear”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given metaphorical sentence, ""This guy is nothing more than a skidmark on the underwear of government,"" the target is the ""government,"" and the source is ""underwear."" The metaphor suggests that the government is being described or explained by the word ""underwear."" The comparison implies that the government is something that can be soiled or tarnished, much like underwear can be stained. Therefore, the word ""underwear"" is used to describe or explain the concept of ""government."" 

/boxed[government]",GOVERNMENT
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: In the best of the prophetic tradition they will stand in the gateway of government and in the portals of business, calling people to justice for the poor, for the broken and for the excluded.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “gateway”. 
    ","TEXT: In the best of the prophetic tradition they will stand in the gateway of government and in the portals of business, calling people to justice for the poor, for the broken and for the excluded.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""gateway""? Choose the best option from the following:

    ",government,entrance,council,vestibule,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""In the best of the prophetic tradition they will stand in the gateway of government and in the portals of business, calling people to justice for the poor, for the broken and for the excluded.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “gateway”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the metaphorical sentence uses ""gateway"" to describe or explain a concept related to government. The word ""gateway"" suggests an entry point or a place of transition, implying that government serves as a crucial point of access or influence for achieving justice. Therefore, the word ""government"" is being described or explained by the word ""gateway"". 

/boxed[government]",GOVERNMENT
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Now the instruments of navigation of democracy are threefold, for democracy rests upon three simple facts : what a man thinks of himself, what a man thinks of others, and what a man thinks of God.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “navigation”. 
    ","TEXT: Now the instruments of navigation of democracy are threefold, for democracy rests upon three simple facts : what a man thinks of himself, what a man thinks of others, and what a man thinks of God.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""navigation""? Choose the best option from the following:

    ",democracy,guidance,participation,coaching,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Now the instruments of navigation of democracy are threefold, for democracy rests upon three simple facts : what a man thinks of himself, what a man thinks of others, and what a man thinks of God.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “navigation”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the metaphorical sentence uses ""navigation"" as the source to describe or explain the target. The text suggests that democracy relies on three aspects of human thought, which are likened to instruments of navigation. Navigation typically involves guiding or steering a course, often through complex or challenging environments. In this context, the metaphor implies that democracy requires guidance or direction, much like navigation does.

The target being described by ""navigation"" is the concept of ""democracy."" The metaphor suggests that democracy requires careful guidance and direction, similar to how navigation is used to steer a course.

Therefore, the word being described or explained by ""navigation"" is /boxed[democracy].",DEMOCRACY
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Mr. Speaker, I believe that there is no greater barometer of democracy than free speech and freedom of the press.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “barometer”. 
    ","TEXT: Mr. Speaker, I believe that there is no greater barometer of democracy than free speech and freedom of the press.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""barometer""? Choose the best option from the following:

    ",democracy,indicator,participation,yardstick,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""Mr. Speaker, I believe that there is no greater barometer of democracy than free speech and freedom of the press.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “barometer”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the metaphorical sentence ""there is no greater barometer of democracy than free speech and freedom of the press"" uses the word ""barometer"" as the source. The target being described or explained by the word ""barometer"" is the concept of ""democracy."" A barometer is an instrument that measures atmospheric pressure and is often used to predict weather changes. By comparing democracy to a barometer, the speaker suggests that free speech and freedom of the press are indicators or measures of the health and state of democracy. Therefore, the word being described or explained by ""barometer"" is ""democracy."" 

/boxed[democracy]",DEMOCRACY
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: So what do we need to know to break the chains of poverty in our lives?
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “chains”. 
    ","TEXT: So what do we need to know to break the chains of poverty in our lives?
     
    QUESTION: Which word is being described or explained by the metaphorical word ""chains""? Choose the best option from the following:

    ",poverty,"restraints, limitations",infrastructure,prosperity,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""So what do we need to know to break the chains of poverty in our lives?""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “chains”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the metaphorical phrase ""chains of poverty"" is used. Here, ""chains"" is the source, and it is used to describe or explain the target, which is ""poverty."" The metaphor suggests that poverty is something that restricts or confines individuals, similar to how chains would physically restrain someone. Therefore, the word being described or explained by ""chains"" is ""poverty."" 

/boxed[poverty]",POVERTY
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: 0comments BURLINGTON — Selling a project that relies entirely on sales tax to the largest tax generator in the county was a tough sell Thursday night.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “generator”. 
    ","TEXT: 0comments BURLINGTON — Selling a project that relies entirely on sales tax to the largest tax generator in the county was a tough sell Thursday night.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""generator""? Choose the best option from the following:

    ",tax,source,impost,beginning,"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
TEXT: ""0comments BURLINGTON — Selling a project that relies entirely on sales tax to the largest tax generator in the county was a tough sell Thursday night.""
INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “generator”. 
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single word (if possible), in the form '/boxed[word]', at the end of your response.","In the given text, the word ""generator"" is used metaphorically. The target being described or explained by the word ""generator"" is the concept of a ""tax generator."" In this context, the source ""generator"" suggests something that produces or generates something else, in this case, taxes. Therefore, the target being described by ""generator"" is ""tax."" 

The final answer is: /boxed[tax]",TAX
