,0,normal_question,correct_letter,original,permutation
10,,"TEXT: But, we are there now and the President articulated a vision in an American Enterprises Institute speech in February in which he talked about Iraq as a democracy beacon for the rest of the region.
QUESTION: How is ""example"" being metaphorically described? Choose the best option from the following:
 A) unlit
 B) guide
 C) opaque
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",B,"{'guide': 'A', 'opaque': 'B', 'unlit': 'C'}","{'A': 'unlit', 'B': 'guide', 'C': 'opaque'}"
11,,"TEXT: Indeed, as so often happens in centralized systems, the bureaucratic remedy for one problem led to even worse trouble down the line.
QUESTION: How is ""solution"" being metaphorically described? Choose the best option from the following:
 A) damaging
 B) detrimental
 C) generative
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",C,"{'generative': 'A', 'detrimental': 'B', 'damaging': 'C'}","{'A': 'damaging', 'B': 'detrimental', 'C': 'generative'}"
12,,"TEXT: Plato witnessed the death of Socrates at the hands of the Athenian democracy in 399 BC.
QUESTION: How is ""authorities"" being metaphorically described? Choose the best option from the following:
 A) powerful
 B) tender
 C) official
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'powerful': 'A', 'official': 'B', 'tender': 'C'}","{'A': 'powerful', 'B': 'tender', 'C': 'official'}"
13,,"TEXT: Political philosophers from Aristotle to Samuel Huntington have noted that economic development and an expanding middle class can provide more fertile ground for democracy.
QUESTION: How is ""conditions"" being metaphorically described? Choose the best option from the following:
 A) humid
 B) smooth
 C) justified
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",C,"{'justified': 'A', 'humid': 'B', 'smooth': 'C'}","{'A': 'humid', 'B': 'smooth', 'C': 'justified'}"
14,,"TEXT: As the madness in Iraq claims the lives of more citizens of the United States of America with each passing week, media reports are filled with very moving stories of how members of our armed forces, who have been placed into harm's way needlessly by a president who lied about the underlying premises to justify our invasion of Iraq and who continues to believe that the ""demigod"" of ""democracy"" will prevail in land torn by sectarian strife among competing bands of Mohammedans, are dealing with ever more novel ways being invented and adapted by Iraqi nationals, who resent their presence in Iraq, to kill them.
QUESTION: How is ""concept"" being metaphorically described? Choose the best option from the following:
 A) faith-receiving
 B) mundane
 C) real
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'faith-receiving': 'A', 'real': 'B', 'mundane': 'C'}","{'A': 'faith-receiving', 'B': 'mundane', 'C': 'real'}"
15,,"TEXT: Behind thought control in bourgeois democracy is the thinly gloved hand of repressive power.
QUESTION: How is ""authority"" being metaphorically described? Choose the best option from the following:
 A) blue
 B) powerful
 C) pliant
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",B,"{'powerful': 'A', 'blue': 'B', 'pliant': 'C'}","{'A': 'blue', 'B': 'powerful', 'C': 'pliant'}"
16,,"TEXT: Thank you for helping to free us from the clutches of democracy and community and sharing.&lt;/saracasm&gt;
QUESTION: How is ""oppression"" being metaphorically described? Choose the best option from the following:
 A) fluffy
 B) encouraging
 C) controled
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",C,"{'controled': 'A', 'fluffy': 'B', 'encouraging': 'C'}","{'A': 'fluffy', 'B': 'encouraging', 'C': 'controled'}"
17,,"TEXT: There are good libertarian ideas that a global democracy nut like Gravel should find interesting such as jury nullification--if Gravel really wants to give power to ""the people""--but after hearing that interview with Scott Horton, Gravel just seemed too pig-headed to open his mind up to anything.
QUESTION: How is ""person"" being metaphorically described? Choose the best option from the following:
 A) insane
 B) kind
 C) crunchy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'insane': 'A', 'kind': 'B', 'crunchy': 'C'}","{'A': 'insane', 'B': 'kind', 'C': 'crunchy'}"
18,,"TEXT: accurate characterization?In other words, have we reached the apex of democracy in which citizens are mobilized to provide a foundation for government?What about the people who do not watch Stewart or Colbert?Should we ignore them and emphasize that the existence of these programs
QUESTION: How is ""ideal form"" being metaphorically described? Choose the best option from the following:
 A) quintessential
 B) uneven
 C) octagonal
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'quintessential': 'A', 'octagonal': 'B', 'uneven': 'C'}","{'A': 'quintessential', 'B': 'uneven', 'C': 'octagonal'}"
19,,"TEXT: But, insanity seems to be a regular affliction of Congress.
QUESTION: How is ""dysfunction"" being metaphorically described? Choose the best option from the following:
 A) impaired
 B) well
 C) productive
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'impaired': 'A', 'productive': 'B', 'well': 'C'}","{'A': 'impaired', 'B': 'well', 'C': 'productive'}"
20,,"TEXT: Without the blueprint of the Constitution and the Bill of Rights, our government would be more invasive in our lives than it already is.
QUESTION: How is ""rules"" being metaphorically described? Choose the best option from the following:
 A) erratic
 B) generative
 C) improvised
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",B,"{'generative': 'A', 'erratic': 'B', 'improvised': 'C'}","{'A': 'erratic', 'B': 'generative', 'C': 'improvised'}"
21,,"TEXT: Timmerman's interviews with numerous factory workers make it clear that taking away their jobs is akin to creating a poverty tsunami.
QUESTION: How is ""increase"" being metaphorically described? Choose the best option from the following:
 A) rapid increase
 B) harmless
 C) trivial
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'rapid increase': 'A', 'trivial': 'B', 'harmless': 'C'}","{'A': 'rapid increase', 'B': 'harmless', 'C': 'trivial'}"
22,,"TEXT: These measures would help close the wealth chasm.
QUESTION: How is ""inequality"" being metaphorically described? Choose the best option from the following:
 A) fair
 B) flat
 C) height
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",C,"{'height': 'A', 'fair': 'B', 'flat': 'C'}","{'A': 'fair', 'B': 'flat', 'C': 'height'}"
23,,"TEXT: Filed Under 24 Comments » Published: December 29, 2010 under Archived Featured Articles, Archived Guest Articles If you hired a wealth coach to help you build a seven-figure income by investing or starting a new business, would you expect to find yourself in bankruptcy court a year later, with your house on the auction block?
QUESTION: How is ""advisor"" being metaphorically described? Choose the best option from the following:
 A) expertise
 B) energetic
 C) blue
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'expertise': 'A', 'blue': 'B', 'energetic': 'C'}","{'A': 'expertise', 'B': 'energetic', 'C': 'blue'}"
24,,"TEXT: But in order to build your wealth shield against the threats posed by intrusive government, or what we call the “federal leviathan,” central bank currency manipulation, corporatism and other exogenous threats, you have to remain nimble and flexible enough to be able to move our assets into specific areas of the equity, bond and commodity markets that, at any given time, could be outperforming other asset classes.
QUESTION: How is ""protection"" being metaphorically described? Choose the best option from the following:
 A) permeable
 B) protection
 C) porous
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",B,"{'protection': 'A', 'porous': 'B', 'permeable': 'C'}","{'A': 'permeable', 'B': 'protection', 'C': 'porous'}"
25,,"TEXT: The intent of this form of intrusive legislation is to keep an eye on any NGO that could be considered unfavorable to the government.
QUESTION: How is ""type"" being metaphorically described? Choose the best option from the following:
 A) physical
 B) gelatinous
 C) gaseous
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'physical': 'A', 'gaseous': 'B', 'gelatinous': 'C'}","{'A': 'physical', 'B': 'gelatinous', 'C': 'gaseous'}"
26,,"TEXT: The Open Door Raj assumed that when the doors were open and restraints removed, China would naturally follow the American path to democracy, prosperity and Christianity.
QUESTION: How is ""process"" being metaphorically described? Choose the best option from the following:
 A) inflexible
 B) progression
 C) tedious
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",B,"{'progression': 'A', 'tedious': 'B', 'inflexible': 'C'}","{'A': 'inflexible', 'B': 'progression', 'C': 'tedious'}"
27,,"TEXT: The NGO experiences establish that there is a strong latent demand for education even among the poorest and a responsive education system can overcome the obstacle of poverty to bring children into schools.
QUESTION: How is ""limitations"" being metaphorically described? Choose the best option from the following:
 A) challenge
 B) open
 C) vast
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'challenge': 'A', 'open': 'B', 'vast': 'C'}","{'A': 'challenge', 'B': 'open', 'C': 'vast'}"
28,,"TEXT: This guy is nothing more than a skidmark on the underwear of government, and when we get done you'll think so, too.
QUESTION: How is ""reputation"" being metaphorically described? Choose the best option from the following:
 A) insignificant
 B) elastic
 C) impeccable
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'insignificant': 'A', 'impeccable': 'B', 'elastic': 'C'}","{'A': 'insignificant', 'B': 'elastic', 'C': 'impeccable'}"
29,,"TEXT: In the best of the prophetic tradition they will stand in the gateway of government and in the portals of business, calling people to justice for the poor, for the broken and for the excluded.
QUESTION: How is ""entrance"" being metaphorically described? Choose the best option from the following:
 A) entry
 B) obstructed
 C) invisible
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'entry': 'A', 'invisible': 'B', 'obstructed': 'C'}","{'A': 'entry', 'B': 'obstructed', 'C': 'invisible'}"
30,,"TEXT: Now the instruments of navigation of democracy are threefold, for democracy rests upon three simple facts : what a man thinks of himself, what a man thinks of others, and what a man thinks of God.
QUESTION: How is ""guidance"" being metaphorically described? Choose the best option from the following:
 A) random
 B) adaptable
 C) quiet
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",B,"{'adaptable': 'A', 'quiet': 'B', 'random': 'C'}","{'A': 'random', 'B': 'adaptable', 'C': 'quiet'}"
31,,"TEXT: Mr. Speaker, I believe that there is no greater barometer of democracy than free speech and freedom of the press.
QUESTION: How is ""indicator"" being metaphorically described? Choose the best option from the following:
 A) granularity
 B) tall
 C) edible
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'granularity': 'A', 'tall': 'B', 'edible': 'C'}","{'A': 'granularity', 'B': 'tall', 'C': 'edible'}"
32,,"TEXT: So what do we need to know to break the chains of poverty in our lives?
QUESTION: How is ""restraints, limitations"" being metaphorically described? Choose the best option from the following:
 A) restrictive
 B) pliable
 C) unconstrained
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'restrictive': 'A', 'pliable': 'B', 'unconstrained': 'C'}","{'A': 'restrictive', 'B': 'pliable', 'C': 'unconstrained'}"
33,,"TEXT: 0comments BURLINGTON — Selling a project that relies entirely on sales tax to the largest tax generator in the county was a tough sell Thursday night.
QUESTION: How is ""source"" being metaphorically described? Choose the best option from the following:
 A) stone
 B) still
 C) reliable
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",C,"{'reliable': 'A', 'stone': 'B', 'still': 'C'}","{'A': 'stone', 'B': 'still', 'C': 'reliable'}"
34,,"TEXT: There are many visions of democracy, and in America we are fortunate to have The Bill of rights together with The Constitution and the Declaration of Independence to create a strong impression of the voice of Democracy.
QUESTION: How is ""example"" being metaphorically described? Choose the best option from the following:
 A) persuasion
 B) substantial
 C) quiet
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'persuasion': 'A', 'substantial': 'B', 'quiet': 'C'}","{'A': 'persuasion', 'B': 'substantial', 'C': 'quiet'}"
35,,"TEXT: The Senate is poison.
QUESTION: How is ""detrimental"" being metaphorically described? Choose the best option from the following:
 A) harmful
 B) positive
 C) healing
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'harmful': 'A', 'positive': 'B', 'healing': 'C'}","{'A': 'harmful', 'B': 'positive', 'C': 'healing'}"
36,,"TEXT: December 10, 1996 The Teamsters union, which has filed a petition to represent Anne Arundel police officers and deputy sheriffs, is stuck in a bureaucratic turnstile that may ruin its chance of becoming the county's largest law enforcement bargaining unit.Since October, when more than 400 county police officers filed petition cards calling for a union vote, the Teamsters have been unable to arrange for elections.
QUESTION: How is ""delay"" being metaphorically described? Choose the best option from the following:
 A) efficient
 B) brisk
 C) repitition
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",C,"{'repitition': 'A', 'brisk': 'B', 'efficient': 'C'}","{'A': 'efficient', 'B': 'brisk', 'C': 'repitition'}"
37,,"TEXT: Thus it is that humanity today labors under the burden of a vast parasite, which, left unchecked, will do what all parasites do: it will destroy its host, even though its own survival depends upon the health of its host. Today the parasite of government has the power to turn our entire planet into a radioactive cinder, unfit to sustain any kind of life as we know it. As things stand now, it is likely to do this. But maybe it’s not too late. Maybe, by using HoloMatic institutions comprised of ethical Octologues, we can pull ourselves back from the brink of disaster and transform human society into a sustainable thriving whole.
QUESTION: How is ""detriment"" being metaphorically described? Choose the best option from the following:
 A) degrading
 B) profitable
 C) productive
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'degrading': 'A', 'profitable': 'B', 'productive': 'C'}","{'A': 'degrading', 'B': 'profitable', 'C': 'productive'}"
38,,"TEXT: 08 Nor yet again is there any logical reason in the division of the field of the science of political economy for following that department which treats of the distribution of wealth with other departments treating of the consumption of wealth or of taxation, as is done by some of the minor and more recent writers.
QUESTION: How is ""use"" being metaphorically described? Choose the best option from the following:
 A) resource-like
 B) frivolous
 C) brittle
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'resource-like': 'A', 'brittle': 'B', 'frivolous': 'C'}","{'A': 'resource-like', 'B': 'frivolous', 'C': 'brittle'}"
39,,"TEXT: The system as it evolved seemed to work as intended. Though 29 charter schools closed in the first decade of the state’s charter school initiative, others thrived. There’s no doubt that they’re popular. Once the legislature eliminated a cap of 100 schools statewide, the ranks of charters grew to 107 this year. Another 25 will open in the fall. The State Board of Education has largely let charter schools rise or fall on their own merits. To its credit, the state board didn’t drown charter schools in a bureaucratic bathtub.
QUESTION: How is ""situation"" being metaphorically described? Choose the best option from the following:
 A) dire
 B) flat
 C) inhibitory
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",C,"{'inhibitory': 'A', 'dire': 'B', 'flat': 'C'}","{'A': 'dire', 'B': 'flat', 'C': 'inhibitory'}"
40,,"TEXT: In the final analysis, Keynesianism became the economic design whereby the modern capitalist state assumed its present bureaucratic vastness and endemic parasitism.
QUESTION: How is ""size"" being metaphorically described? Choose the best option from the following:
 A) unfathomable
 B) bright
 C) minute
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'unfathomable': 'A', 'minute': 'B', 'bright': 'C'}","{'A': 'unfathomable', 'B': 'bright', 'C': 'minute'}"
41,,"TEXT: But the cost of gun proliferation in America is far higher then the security it provides.
QUESTION: How is ""increase"" being metaphorically described? Choose the best option from the following:
 A) contained
 B) spiked
 C) contracting
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",B,"{'spiked': 'A', 'contained': 'B', 'contracting': 'C'}","{'A': 'contained', 'B': 'spiked', 'C': 'contracting'}"
42,,"TEXT: Is that most of your fellow gun worshippers?
QUESTION: How is ""enthusiasts"" being metaphorically described? Choose the best option from the following:
 A) sleepy
 B) detached
 C) faith-receiving
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",C,"{'faith-receiving': 'A', 'sleepy': 'B', 'detached': 'C'}","{'A': 'sleepy', 'B': 'detached', 'C': 'faith-receiving'}"
43,,"TEXT: The gun cult and their stooges won't allow it to be released.
QUESTION: How is ""group"" being metaphorically described? Choose the best option from the following:
 A) faith-receiving
 B) lone
 C) open
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'faith-receiving': 'A', 'open': 'B', 'lone': 'C'}","{'A': 'faith-receiving', 'B': 'lone', 'C': 'open'}"
44,,"TEXT: No, we can not agree that taxation is theft because it is not theft.
QUESTION: How is ""expropriation"" being metaphorically described? Choose the best option from the following:
 A) voluntary
 B) official
 C) expropriation
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",C,"{'expropriation': 'A', 'official': 'B', 'voluntary': 'C'}","{'A': 'voluntary', 'B': 'official', 'C': 'expropriation'}"
45,,"TEXT: In other cultures, the keeping of records and maintenance of bureaucracy was often dependent on much more laborious processes, or on products that surrendered to the vagaries of time.
QUESTION: How is ""continuation"" being metaphorically described? Choose the best option from the following:
 A) rigid
 B) disruptive
 C) infrequent
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'rigid': 'A', 'disruptive': 'B', 'infrequent': 'C'}","{'A': 'rigid', 'B': 'disruptive', 'C': 'infrequent'}"
46,,"TEXT: The bureaucratic pruning the Secretary General has in mind clearly falls well short of the ''50 percent cut in the entire U.N. bureaucracy'' demanded last year by Senator Jesse Helms, the North Carolina Republican who is chairman of the Senate Foreign Relations Committee and the most powerful congressional critic of the United Nations.
QUESTION: How is ""reduction"" being metaphorically described? Choose the best option from the following:
 A) diseased
 B) expansive
 C) minor
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'diseased': 'A', 'minor': 'B', 'expansive': 'C'}","{'A': 'diseased', 'B': 'expansive', 'C': 'minor'}"
47,,"TEXT: But even if it did the feminist exploitation of the bureaucracy scarcely justifies a distortion of the law as originally intended.
QUESTION: How is ""usage"" being metaphorically described? Choose the best option from the following:
 A) positive
 B) abuse
 C) upright
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",B,"{'abuse': 'A', 'positive': 'B', 'upright': 'C'}","{'A': 'positive', 'B': 'abuse', 'C': 'upright'}"
48,,"TEXT: “This cannot be called poverty migration,” insists Herbert Brücker of the IAB.
QUESTION: How is ""movement"" being metaphorically described? Choose the best option from the following:
 A) relocation
 B) settled
 C) motionless
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'relocation': 'A', 'settled': 'B', 'motionless': 'C'}","{'A': 'relocation', 'B': 'settled', 'C': 'motionless'}"
49,,"TEXT: Wisconsin Republican names notorious election thief to oversee the next election
QUESTION: How is ""cheater"" being metaphorically described? Choose the best option from the following:
 A) fudged
 B) moral
 C) truthful
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'fudged': 'A', 'truthful': 'B', 'moral': 'C'}","{'A': 'fudged', 'B': 'moral', 'C': 'truthful'}"
50,,"TEXT: There is only one way to stop the tax hemorrhage.
QUESTION: How is ""loss"" being metaphorically described? Choose the best option from the following:
 A) rapid decrease
 B) contained
 C) lucrative
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'rapid decrease': 'A', 'contained': 'B', 'lucrative': 'C'}","{'A': 'rapid decrease', 'B': 'contained', 'C': 'lucrative'}"
51,,"TEXT: * Although it’s now being reported, most of the American public, distracted by the cheerleading, hasn’t noticed that despite the general falseness and blindness of the election, the Iraqis learned enough about who was representing what to give the leaders of our puppet government, led by Ayad Allawi, a thorough whupping.
QUESTION: How is ""unawareness"" being metaphorically described? Choose the best option from the following:
 A) visible
 B) omission
 C) cognizant
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",B,"{'omission': 'A', 'visible': 'B', 'cognizant': 'C'}","{'A': 'visible', 'B': 'omission', 'C': 'cognizant'}"
52,,"TEXT: Inflation in value is not under the control of legislators and is the reason we are suffering from the blight of taxation without representation.
QUESTION: How is ""negative effect"" being metaphorically described? Choose the best option from the following:
 A) harmful
 B) No option d
 C) No option c
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'harmful': 'A', 'No option c': 'B', 'No option d': 'C'}","{'A': 'harmful', 'B': 'No option d', 'C': 'No option c'}"
53,,"TEXT: Greed is not considered an awful vice in poor communities--everyone reacts differently to the invisible squeeze of poverty.
QUESTION: How is ""deprivations"" being metaphorically described? Choose the best option from the following:
 A) painful
 B) rich
 C) surplus
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'painful': 'A', 'surplus': 'B', 'rich': 'C'}","{'A': 'painful', 'B': 'rich', 'C': 'surplus'}"
54,,"TEXT: And they don’t have the glamour and veneer of wealth that appeals and dazzles, nor do they have the support of the lobbyists they can promise sweet payouts to once they get into office.
QUESTION: How is ""appeal"" being metaphorically described? Choose the best option from the following:
 A) raw
 B) bland
 C) illusiory
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",C,"{'illusiory': 'A', 'raw': 'B', 'bland': 'C'}","{'A': 'raw', 'B': 'bland', 'C': 'illusiory'}"
55,,"TEXT: Should he succeed, he's likely to bring this poverty propagation to Washington.
QUESTION: How is ""spread"" being metaphorically described? Choose the best option from the following:
 A) rapid increase
 B) minimal
 C) controlled
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",A,"{'rapid increase': 'A', 'minimal': 'B', 'controlled': 'C'}","{'A': 'rapid increase', 'B': 'minimal', 'C': 'controlled'}"
