,0,normal_question,correct_letter,original,permutation
10,,"TEXT: But, we are there now and the President articulated a vision in an American Enterprises Institute speech in February in which he talked about Iraq as a democracy beacon for the rest of the region.
ASSUMPTION: A beacon is mislead.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) disorganized
 B) guide
 C) oligarchic
 D) mislead
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",guide,"{'guide': 'A', 'mislead': 'B', 'disorganized': 'C', 'oligarchic': 'D'}","{'A': 'disorganized', 'B': 'guide', 'C': 'oligarchic', 'D': 'mislead'}"
11,,"TEXT: Indeed, as so often happens in centralized systems, the bureaucratic remedy for one problem led to even worse trouble down the line.
ASSUMPTION: A remedy is destructive.
QUESTION: How is ""bureaucratic"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) slow
 B) destructive
 C) fluid
 D) generative
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",generative,"{'generative': 'A', 'destructive': 'B', 'slow': 'C', 'fluid': 'D'}","{'A': 'slow', 'B': 'destructive', 'C': 'fluid', 'D': 'generative'}"
12,,"TEXT: Plato witnessed the death of Socrates at the hands of the Athenian democracy in 399 BC.
ASSUMPTION: The hands are weak.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) powerful
 B) consensual
 C) oligarchic
 D) weak
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",powerful,"{'powerful': 'A', 'weak': 'B', 'consensual': 'C', 'oligarchic': 'D'}","{'A': 'powerful', 'B': 'consensual', 'C': 'oligarchic', 'D': 'weak'}"
13,,"TEXT: Political philosophers from Aristotle to Samuel Huntington have noted that economic development and an expanding middle class can provide more fertile ground for democracy.
ASSUMPTION: A ground is unjustified.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) rigid
 B) justified
 C) fluffy
 D) unjustified
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",justified,"{'justified': 'A', 'unjustified': 'B', 'fluffy': 'C', 'rigid': 'D'}","{'A': 'rigid', 'B': 'justified', 'C': 'fluffy', 'D': 'unjustified'}"
14,,"TEXT: As the madness in Iraq claims the lives of more citizens of the United States of America with each passing week, media reports are filled with very moving stories of how members of our armed forces, who have been placed into harm's way needlessly by a president who lied about the underlying premises to justify our invasion of Iraq and who continues to believe that the ""demigod"" of ""democracy"" will prevail in land torn by sectarian strife among competing bands of Mohammedans, are dealing with ever more novel ways being invented and adapted by Iraqi nationals, who resent their presence in Iraq, to kill them.
ASSUMPTION: A demigod is doubt.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) accountable
 B) doubt
 C) faith-receiving
 D) finite
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",faith-receiving,"{'faith-receiving': 'A', 'doubt': 'B', 'accountable': 'C', 'finite': 'D'}","{'A': 'accountable', 'B': 'doubt', 'C': 'faith-receiving', 'D': 'finite'}"
15,,"TEXT: Behind thought control in bourgeois democracy is the thinly gloved hand of repressive power.
ASSUMPTION: A hand is weak.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) powerful
 B) weak
 C) participatory
 D) oligarchic
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",powerful,"{'powerful': 'A', 'weak': 'B', 'participatory': 'C', 'oligarchic': 'D'}","{'A': 'powerful', 'B': 'weak', 'C': 'participatory', 'D': 'oligarchic'}"
16,,"TEXT: Thank you for helping to free us from the clutches of democracy and community and sharing.&lt;/saracasm&gt;
ASSUMPTION: The clutches are uncontrolled.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) oppressive
 B) uncontrolled
 C) controled
 D) fluffy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",controled,"{'controled': 'A', 'uncontrolled': 'B', 'fluffy': 'C', 'oppressive': 'D'}","{'A': 'oppressive', 'B': 'uncontrolled', 'C': 'controled', 'D': 'fluffy'}"
17,,"TEXT: There are good libertarian ideas that a global democracy nut like Gravel should find interesting such as jury nullification--if Gravel really wants to give power to ""the people""--but after hearing that interview with Scott Horton, Gravel just seemed too pig-headed to open his mind up to anything.
ASSUMPTION: A nut is sane.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) participatory
 B) sane
 C) crunchy
 D) insane
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",insane,"{'insane': 'A', 'sane': 'B', 'participatory': 'C', 'crunchy': 'D'}","{'A': 'participatory', 'B': 'sane', 'C': 'crunchy', 'D': 'insane'}"
18,,"TEXT: accurate characterization?In other words, have we reached the apex of democracy in which citizens are mobilized to provide a foundation for government?What about the people who do not watch Stewart or Colbert?Should we ignore them and emphasize that the existence of these programs
ASSUMPTION: An apex is atypical.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) imperial
 B) atypical
 C) accountable
 D) quintessential
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",quintessential,"{'quintessential': 'A', 'atypical': 'B', 'accountable': 'C', 'imperial': 'D'}","{'A': 'imperial', 'B': 'atypical', 'C': 'accountable', 'D': 'quintessential'}"
19,,"TEXT: But, insanity seems to be a regular affliction of Congress.
ASSUMPTION: An affliction is enhanced.
QUESTION: How is ""congress"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) deliberative
 B) impaired
 C) enhanced
 D) cheerful
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",impaired,"{'impaired': 'A', 'enhanced': 'B', 'deliberative': 'C', 'cheerful': 'D'}","{'A': 'deliberative', 'B': 'impaired', 'C': 'enhanced', 'D': 'cheerful'}"
20,,"TEXT: Without the blueprint of the Constitution and the Bill of Rights, our government would be more invasive in our lives than it already is.
ASSUMPTION: A blueprint is destructive.
QUESTION: How is ""constitution"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) chaotic
 B) volatile
 C) destructive
 D) generative
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",generative,"{'generative': 'A', 'destructive': 'B', 'volatile': 'C', 'chaotic': 'D'}","{'A': 'chaotic', 'B': 'volatile', 'C': 'destructive', 'D': 'generative'}"
21,,"TEXT: Timmerman's interviews with numerous factory workers make it clear that taking away their jobs is akin to creating a poverty tsunami.
ASSUMPTION: A tsunami is decrease.
QUESTION: How is ""poverty"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) still
 B) decrease
 C) rapid increase
 D) lavish
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",rapid increase,"{'rapid increase': 'A', 'decrease': 'B', 'still': 'C', 'lavish': 'D'}","{'A': 'still', 'B': 'decrease', 'C': 'rapid increase', 'D': 'lavish'}"
22,,"TEXT: These measures would help close the wealth chasm.
ASSUMPTION: A chasm is depth.
QUESTION: How is ""wealth"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) height
 B) depth
 C) restricted
 D) plentiful
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",height,"{'height': 'A', 'depth': 'B', 'plentiful': 'C', 'restricted': 'D'}","{'A': 'height', 'B': 'depth', 'C': 'restricted', 'D': 'plentiful'}"
23,,"TEXT: Filed Under 24 Comments » Published: December 29, 2010 under Archived Featured Articles, Archived Guest Articles If you hired a wealth coach to help you build a seven-figure income by investing or starting a new business, would you expect to find yourself in bankruptcy court a year later, with your house on the auction block?
ASSUMPTION: A coach is inexperience.
QUESTION: How is ""wealth"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) expertise
 B) modest
 C) plentiful
 D) inexperience
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",expertise,"{'expertise': 'A', 'inexperience': 'B', 'plentiful': 'C', 'modest': 'D'}","{'A': 'expertise', 'B': 'modest', 'C': 'plentiful', 'D': 'inexperience'}"
24,,"TEXT: But in order to build your wealth shield against the threats posed by intrusive government, or what we call the “federal leviathan,” central bank currency manipulation, corporatism and other exogenous threats, you have to remain nimble and flexible enough to be able to move our assets into specific areas of the equity, bond and commodity markets that, at any given time, could be outperforming other asset classes.
ASSUMPTION: A shield is danger.
QUESTION: How is ""wealth"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) fleeting
 B) insubstantial
 C) protection
 D) danger
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",protection,"{'protection': 'A', 'danger': 'B', 'fleeting': 'C', 'insubstantial': 'D'}","{'A': 'fleeting', 'B': 'insubstantial', 'C': 'protection', 'D': 'danger'}"
25,,"TEXT: The intent of this form of intrusive legislation is to keep an eye on any NGO that could be considered unfavorable to the government.
ASSUMPTION: A form is mental.
QUESTION: How is ""legislation"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) physical
 B) mental
 C) ephemeral
 D) detailed
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",physical,"{'physical': 'A', 'mental': 'B', 'detailed': 'C', 'ephemeral': 'D'}","{'A': 'physical', 'B': 'mental', 'C': 'ephemeral', 'D': 'detailed'}"
26,,"TEXT: The Open Door Raj assumed that when the doors were open and restraints removed, China would naturally follow the American path to democracy, prosperity and Christianity.
ASSUMPTION: A path is regression.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) tangible
 B) progression
 C) restricted
 D) regression
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",progression,"{'progression': 'A', 'regression': 'B', 'tangible': 'C', 'restricted': 'D'}","{'A': 'tangible', 'B': 'progression', 'C': 'restricted', 'D': 'regression'}"
27,,"TEXT: The NGO experiences establish that there is a strong latent demand for education even among the poorest and a responsive education system can overcome the obstacle of poverty to bring children into schools.
ASSUMPTION: A obstacle is ease.
QUESTION: How is ""poverty"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) debilitating
 B) challenge
 C) trivial
 D) ease
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",challenge,"{'challenge': 'A', 'ease': 'B', 'debilitating': 'C', 'trivial': 'D'}","{'A': 'debilitating', 'B': 'challenge', 'C': 'trivial', 'D': 'ease'}"
28,,"TEXT: This guy is nothing more than a skidmark on the underwear of government, and when we get done you'll think so, too.
ASSUMPTION: An underwear is significant.
QUESTION: How is ""government"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) significant
 B) hierarchical
 C) insignificant
 D) elastic
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",insignificant,"{'insignificant': 'A', 'significant': 'B', 'hierarchical': 'C', 'elastic': 'D'}","{'A': 'significant', 'B': 'hierarchical', 'C': 'insignificant', 'D': 'elastic'}"
29,,"TEXT: In the best of the prophetic tradition they will stand in the gateway of government and in the portals of business, calling people to justice for the poor, for the broken and for the excluded.
ASSUMPTION: A gateway is exit.
QUESTION: How is ""government"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) exit
 B) inefficient
 C) entry
 D) unregulated
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",entry,"{'entry': 'A', 'exit': 'B', 'inefficient': 'C', 'unregulated': 'D'}","{'A': 'exit', 'B': 'inefficient', 'C': 'entry', 'D': 'unregulated'}"
30,,"TEXT: Now the instruments of navigation of democracy are threefold, for democracy rests upon three simple facts : what a man thinks of himself, what a man thinks of others, and what a man thinks of God.
ASSUMPTION: A navigation is inflexible.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) imperial
 B) adaptable
 C) inflexible
 D) loud
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",adaptable,"{'adaptable': 'A', 'inflexible': 'B', 'loud': 'C', 'imperial': 'D'}","{'A': 'imperial', 'B': 'adaptable', 'C': 'inflexible', 'D': 'loud'}"
31,,"TEXT: Mr. Speaker, I believe that there is no greater barometer of democracy than free speech and freedom of the press.
ASSUMPTION: A barometer is coarseness.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) irregular
 B) bright
 C) granularity
 D) coarseness
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",granularity,"{'granularity': 'A', 'coarseness': 'B', 'bright': 'C', 'irregular': 'D'}","{'A': 'irregular', 'B': 'bright', 'C': 'granularity', 'D': 'coarseness'}"
32,,"TEXT: So what do we need to know to break the chains of poverty in our lives?
ASSUMPTION: The chains are permissive.
QUESTION: How is ""poverty"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) affluent
 B) restrictive
 C) permissive
 D) crippling
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",restrictive,"{'restrictive': 'A', 'permissive': 'B', 'crippling': 'C', 'affluent': 'D'}","{'A': 'affluent', 'B': 'restrictive', 'C': 'permissive', 'D': 'crippling'}"
33,,"TEXT: 0comments BURLINGTON — Selling a project that relies entirely on sales tax to the largest tax generator in the county was a tough sell Thursday night.
ASSUMPTION: A generator is unreliable.
QUESTION: How is ""tax"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) blue
 B) reliable
 C) expressive
 D) unreliable
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",reliable,"{'reliable': 'A', 'unreliable': 'B', 'blue': 'C', 'expressive': 'D'}","{'A': 'blue', 'B': 'reliable', 'C': 'expressive', 'D': 'unreliable'}"
34,,"TEXT: There are many visions of democracy, and in America we are fortunate to have The Bill of rights together with The Constitution and the Declaration of Independence to create a strong impression of the voice of Democracy.
ASSUMPTION: A voice is dissuasion.
QUESTION: How is ""democracy"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) dissuasion
 B) persuasion
 C) small
 D) quiet
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",persuasion,"{'persuasion': 'A', 'dissuasion': 'B', 'small': 'C', 'quiet': 'D'}","{'A': 'dissuasion', 'B': 'persuasion', 'C': 'small', 'D': 'quiet'}"
35,,"TEXT: The Senate is poison.
ASSUMPTION: A poison is beneficial.
QUESTION: How is ""senate"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) deliberative
 B) harmful
 C) pernicious
 D) beneficial
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",harmful,"{'harmful': 'A', 'beneficial': 'B', 'deliberative': 'C', 'pernicious': 'D'}","{'A': 'deliberative', 'B': 'harmful', 'C': 'pernicious', 'D': 'beneficial'}"
36,,"TEXT: December 10, 1996 The Teamsters union, which has filed a petition to represent Anne Arundel police officers and deputy sheriffs, is stuck in a bureaucratic turnstile that may ruin its chance of becoming the county's largest law enforcement bargaining unit.Since October, when more than 400 county police officers filed petition cards calling for a union vote, the Teamsters have been unable to arrange for elections.
ASSUMPTION: A turnstile is variation.
QUESTION: How is ""bureaucratic"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) spontaneous
 B) fluffy
 C) repitition
 D) variation
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",repitition,"{'repitition': 'A', 'variation': 'B', 'fluffy': 'C', 'spontaneous': 'D'}","{'A': 'spontaneous', 'B': 'fluffy', 'C': 'repitition', 'D': 'variation'}"
37,,"TEXT: Thus it is that humanity today labors under the burden of a vast parasite, which, left unchecked, will do what all parasites do: it will destroy its host, even though its own survival depends upon the health of its host. Today the parasite of government has the power to turn our entire planet into a radioactive cinder, unfit to sustain any kind of life as we know it. As things stand now, it is likely to do this. But maybe it’s not too late. Maybe, by using HoloMatic institutions comprised of ethical Octologues, we can pull ourselves back from the brink of disaster and transform human society into a sustainable thriving whole.
ASSUMPTION: A parasite is uplifting.
QUESTION: How is ""government"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) invisible
 B) accountable
 C) degrading
 D) uplifting
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",degrading,"{'degrading': 'A', 'uplifting': 'B', 'accountable': 'C', 'invisible': 'D'}","{'A': 'invisible', 'B': 'accountable', 'C': 'degrading', 'D': 'uplifting'}"
38,,"TEXT: 08 Nor yet again is there any logical reason in the division of the field of the science of political economy for following that department which treats of the distribution of wealth with other departments treating of the consumption of wealth or of taxation, as is done by some of the minor and more recent writers.
ASSUMPTION: A consumption is wasteful.
QUESTION: How is ""wealth"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) resource-like
 B) wasteful
 C) endless
 D) modest
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",resource-like,"{'resource-like': 'A', 'wasteful': 'B', 'endless': 'C', 'modest': 'D'}","{'A': 'resource-like', 'B': 'wasteful', 'C': 'endless', 'D': 'modest'}"
39,,"TEXT: The system as it evolved seemed to work as intended. Though 29 charter schools closed in the first decade of the state’s charter school initiative, others thrived. There’s no doubt that they’re popular. Once the legislature eliminated a cap of 100 schools statewide, the ranks of charters grew to 107 this year. Another 25 will open in the fall. The State Board of Education has largely let charter schools rise or fall on their own merits. To its credit, the state board didn’t drown charter schools in a bureaucratic bathtub.
ASSUMPTION: A bathtub is excitatory.
QUESTION: How is ""bureaucratic"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) excitatory
 B) compact
 C) colorful
 D) inhibitory
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",inhibitory,"{'inhibitory': 'A', 'excitatory': 'B', 'colorful': 'C', 'compact': 'D'}","{'A': 'excitatory', 'B': 'compact', 'C': 'colorful', 'D': 'inhibitory'}"
40,,"TEXT: In the final analysis, Keynesianism became the economic design whereby the modern capitalist state assumed its present bureaucratic vastness and endemic parasitism.
ASSUMPTION: The vastness are comprehensible.
QUESTION: How is ""bureaucratic"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) unfathomable
 B) compact
 C) comprehensible
 D) fluid
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",unfathomable,"{'unfathomable': 'A', 'comprehensible': 'B', 'compact': 'C', 'fluid': 'D'}","{'A': 'unfathomable', 'B': 'compact', 'C': 'comprehensible', 'D': 'fluid'}"
41,,"TEXT: But the cost of gun proliferation in America is far higher then the security it provides.
ASSUMPTION: A proliferation is flat.
QUESTION: How is ""gun"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) obsolete
 B) flat
 C) gentle
 D) spiked
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",spiked,"{'spiked': 'A', 'flat': 'B', 'obsolete': 'C', 'gentle': 'D'}","{'A': 'obsolete', 'B': 'flat', 'C': 'gentle', 'D': 'spiked'}"
42,,"TEXT: Is that most of your fellow gun worshippers?
ASSUMPTION: The worshippers are doubt.
QUESTION: How is ""gun"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) faith-receiving
 B) noisy
 C) doubt
 D) quiet
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",faith-receiving,"{'faith-receiving': 'A', 'doubt': 'B', 'noisy': 'C', 'quiet': 'D'}","{'A': 'faith-receiving', 'B': 'noisy', 'C': 'doubt', 'D': 'quiet'}"
43,,"TEXT: The gun cult and their stooges won't allow it to be released.
ASSUMPTION: A cult is doubt.
QUESTION: How is ""gun"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) licensed
 B) faith-receiving
 C) doubt
 D) quiet
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",faith-receiving,"{'faith-receiving': 'A', 'doubt': 'B', 'licensed': 'C', 'quiet': 'D'}","{'A': 'licensed', 'B': 'faith-receiving', 'C': 'doubt', 'D': 'quiet'}"
44,,"TEXT: No, we can not agree that taxation is theft because it is not theft.
ASSUMPTION: A theft is restitution.
QUESTION: How is ""taxation"" being metaphorically described based on the assumption? Choose the best option from the following:
 A) benevolent
 B) expropriation
 C) restitution
 D) systematic
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.",expropriation,"{'expropriation': 'A', 'restitution': 'B', 'systematic': 'C', 'benevolent': 'D'}","{'A': 'benevolent', 'B': 'expropriation', 'C': 'restitution', 'D': 'systematic'}"
