open_prompt,mcq_prompt,A,B,C,D,normal_question,original,permutation
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: These measures would help close the wealth chasm.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “chasm”. 
    ","TEXT: These measures would help close the wealth chasm.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""chasm""? Choose the best option from the following:

    ",wealth,inequality,affluence,bias,"TEXT: "" These measures would help close the wealth chasm.""
QUESTION: Which word is being described or explained by the metaphorical word ""chasm""? Choose the best option from the following:
A) inequality
B) bias
C) wealth
D) affluence
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'wealth': 'A', 'inequality': 'B', 'affluence': 'C', 'bias': 'D'}","{'A': 'inequality', 'B': 'bias', 'C': 'wealth', 'D': 'affluence'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Filed Under 24 Comments » Published: December 29, 2010 under Archived Featured Articles, Archived Guest Articles If you hired a wealth coach to help you build a seven-figure income by investing or starting a new business, would you expect to find yourself in bankruptcy court a year later, with your house on the auction block?
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “coach”. 
    ","TEXT: Filed Under 24 Comments » Published: December 29, 2010 under Archived Featured Articles, Archived Guest Articles If you hired a wealth coach to help you build a seven-figure income by investing or starting a new business, would you expect to find yourself in bankruptcy court a year later, with your house on the auction block?
       
    QUESTION: Which word is being described or explained by the metaphorical word ""coach""? Choose the best option from the following:

    ",wealth,advisor,affluence,strategist,"TEXT: "" Filed Under 24 Comments » Published: December 29, 2010 under Archived Featured Articles, Archived Guest Articles If you hired a wealth coach to help you build a seven-figure income by investing or starting a new business, would you expect to find yourself in bankruptcy court a year later, with your house on the auction block?""
QUESTION: Which word is being described or explained by the metaphorical word ""coach""? Choose the best option from the following:
A) affluence
B) advisor
C) strategist
D) wealth
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'wealth': 'A', 'advisor': 'B', 'affluence': 'C', 'strategist': 'D'}","{'A': 'affluence', 'B': 'advisor', 'C': 'strategist', 'D': 'wealth'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: But in order to build your wealth shield against the threats posed by intrusive government, or what we call the “federal leviathan,” central bank currency manipulation, corporatism and other exogenous threats, you have to remain nimble and flexible enough to be able to move our assets into specific areas of the equity, bond and commodity markets that, at any given time, could be outperforming other asset classes.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “shield”. 
    ","TEXT: But in order to build your wealth shield against the threats posed by intrusive government, or what we call the “federal leviathan,” central bank currency manipulation, corporatism and other exogenous threats, you have to remain nimble and flexible enough to be able to move our assets into specific areas of the equity, bond and commodity markets that, at any given time, could be outperforming other asset classes.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""shield""? Choose the best option from the following:

    ",wealth,protection,opulence,insulation,"TEXT: "" But in order to build your wealth shield against the threats posed by intrusive government, or what we call the “federal leviathan,” central bank currency manipulation, corporatism and other exogenous threats, you have to remain nimble and flexible enough to be able to move our assets into specific areas of the equity, bond and commodity markets that, at any given time, could be outperforming other asset classes.""
QUESTION: Which word is being described or explained by the metaphorical word ""shield""? Choose the best option from the following:
A) wealth
B) protection
C) insulation
D) opulence
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'wealth': 'A', 'protection': 'B', 'opulence': 'C', 'insulation': 'D'}","{'A': 'wealth', 'B': 'protection', 'C': 'insulation', 'D': 'opulence'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The intent of this form of intrusive legislation is to keep an eye on any NGO that could be considered unfavorable to the government.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “form”. 
    ","TEXT: The intent of this form of intrusive legislation is to keep an eye on any NGO that could be considered unfavorable to the government.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""form""? Choose the best option from the following:

    ",legislation,type,mandate,variety,"TEXT: "" The intent of this form of intrusive legislation is to keep an eye on any NGO that could be considered unfavorable to the government.""
QUESTION: Which word is being described or explained by the metaphorical word ""form""? Choose the best option from the following:
A) variety
B) legislation
C) type
D) mandate
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'legislation': 'A', 'type': 'B', 'mandate': 'C', 'variety': 'D'}","{'A': 'variety', 'B': 'legislation', 'C': 'type', 'D': 'mandate'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The Open Door Raj assumed that when the doors were open and restraints removed, China would naturally follow the American path to democracy, prosperity and Christianity.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “path”. 
    ","TEXT: The Open Door Raj assumed that when the doors were open and restraints removed, China would naturally follow the American path to democracy, prosperity and Christianity.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""path""? Choose the best option from the following:

    ",democracy,process,legislation,routine,"TEXT: "" The Open Door Raj assumed that when the doors were open and restraints removed, China would naturally follow the American path to democracy, prosperity and Christianity.""
QUESTION: Which word is being described or explained by the metaphorical word ""path""? Choose the best option from the following:
A) routine
B) democracy
C) legislation
D) process
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'process': 'B', 'legislation': 'C', 'routine': 'D'}","{'A': 'routine', 'B': 'democracy', 'C': 'legislation', 'D': 'process'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The NGO experiences establish that there is a strong latent demand for education even among the poorest and a responsive education system can overcome the obstacle of poverty to bring children into schools.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “obstacle”. 
    ","TEXT: The NGO experiences establish that there is a strong latent demand for education even among the poorest and a responsive education system can overcome the obstacle of poverty to bring children into schools.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""obstacle""? Choose the best option from the following:

    ",poverty,limitations,exclusion,inhibition,"TEXT: "" The NGO experiences establish that there is a strong latent demand for education even among the poorest and a responsive education system can overcome the obstacle of poverty to bring children into schools.""
QUESTION: Which word is being described or explained by the metaphorical word ""obstacle""? Choose the best option from the following:
A) poverty
B) limitations
C) inhibition
D) exclusion
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'poverty': 'A', 'limitations': 'B', 'exclusion': 'C', 'inhibition': 'D'}","{'A': 'poverty', 'B': 'limitations', 'C': 'inhibition', 'D': 'exclusion'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: This guy is nothing more than a skidmark on the underwear of government, and when we get done you'll think so, too.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “underwear”. 
    ","TEXT: This guy is nothing more than a skidmark on the underwear of government, and when we get done you'll think so, too.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""underwear""? Choose the best option from the following:

    ",government,reputation,council,honor,"TEXT: "" This guy is nothing more than a skidmark on the underwear of government, and when we get done you'll think so, too.""
QUESTION: Which word is being described or explained by the metaphorical word ""underwear""? Choose the best option from the following:
A) reputation
B) honor
C) government
D) council
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'government': 'A', 'reputation': 'B', 'council': 'C', 'honor': 'D'}","{'A': 'reputation', 'B': 'honor', 'C': 'government', 'D': 'council'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: In the best of the prophetic tradition they will stand in the gateway of government and in the portals of business, calling people to justice for the poor, for the broken and for the excluded.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “gateway”. 
    ","TEXT: In the best of the prophetic tradition they will stand in the gateway of government and in the portals of business, calling people to justice for the poor, for the broken and for the excluded.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""gateway""? Choose the best option from the following:

    ",government,entrance,council,vestibule,"TEXT: "" In the best of the prophetic tradition they will stand in the gateway of government and in the portals of business, calling people to justice for the poor, for the broken and for the excluded.""
QUESTION: Which word is being described or explained by the metaphorical word ""gateway""? Choose the best option from the following:
A) entrance
B) government
C) council
D) vestibule
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'government': 'A', 'entrance': 'B', 'council': 'C', 'vestibule': 'D'}","{'A': 'entrance', 'B': 'government', 'C': 'council', 'D': 'vestibule'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Now the instruments of navigation of democracy are threefold, for democracy rests upon three simple facts : what a man thinks of himself, what a man thinks of others, and what a man thinks of God.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “navigation”. 
    ","TEXT: Now the instruments of navigation of democracy are threefold, for democracy rests upon three simple facts : what a man thinks of himself, what a man thinks of others, and what a man thinks of God.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""navigation""? Choose the best option from the following:

    ",democracy,guidance,participation,coaching,"TEXT: "" Now the instruments of navigation of democracy are threefold, for democracy rests upon three simple facts : what a man thinks of himself, what a man thinks of others, and what a man thinks of God.""
QUESTION: Which word is being described or explained by the metaphorical word ""navigation""? Choose the best option from the following:
A) coaching
B) participation
C) guidance
D) democracy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'guidance': 'B', 'participation': 'C', 'coaching': 'D'}","{'A': 'coaching', 'B': 'participation', 'C': 'guidance', 'D': 'democracy'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Mr. Speaker, I believe that there is no greater barometer of democracy than free speech and freedom of the press.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “barometer”. 
    ","TEXT: Mr. Speaker, I believe that there is no greater barometer of democracy than free speech and freedom of the press.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""barometer""? Choose the best option from the following:

    ",democracy,indicator,participation,yardstick,"TEXT: "" Mr. Speaker, I believe that there is no greater barometer of democracy than free speech and freedom of the press.""
QUESTION: Which word is being described or explained by the metaphorical word ""barometer""? Choose the best option from the following:
A) participation
B) indicator
C) yardstick
D) democracy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'indicator': 'B', 'participation': 'C', 'yardstick': 'D'}","{'A': 'participation', 'B': 'indicator', 'C': 'yardstick', 'D': 'democracy'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: So what do we need to know to break the chains of poverty in our lives?
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “chains”. 
    ","TEXT: So what do we need to know to break the chains of poverty in our lives?
     
    QUESTION: Which word is being described or explained by the metaphorical word ""chains""? Choose the best option from the following:

    ",poverty,"restraints, limitations",infrastructure,prosperity,"TEXT: "" So what do we need to know to break the chains of poverty in our lives?""
QUESTION: Which word is being described or explained by the metaphorical word ""chains""? Choose the best option from the following:
A) poverty
B) infrastructure
C) restraints, limitations
D) prosperity
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'poverty': 'A', 'restraints, limitations': 'B', 'infrastructure': 'C', 'prosperity': 'D'}","{'A': 'poverty', 'B': 'infrastructure', 'C': 'restraints, limitations', 'D': 'prosperity'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: 0comments BURLINGTON — Selling a project that relies entirely on sales tax to the largest tax generator in the county was a tough sell Thursday night.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “generator”. 
    ","TEXT: 0comments BURLINGTON — Selling a project that relies entirely on sales tax to the largest tax generator in the county was a tough sell Thursday night.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""generator""? Choose the best option from the following:

    ",tax,source,impost,beginning,"TEXT: "" 0comments BURLINGTON — Selling a project that relies entirely on sales tax to the largest tax generator in the county was a tough sell Thursday night.""
QUESTION: Which word is being described or explained by the metaphorical word ""generator""? Choose the best option from the following:
A) beginning
B) impost
C) source
D) tax
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'tax': 'A', 'source': 'B', 'impost': 'C', 'beginning': 'D'}","{'A': 'beginning', 'B': 'impost', 'C': 'source', 'D': 'tax'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: There are many visions of democracy, and in America we are fortunate to have The Bill of rights together with The Constitution and the Declaration of Independence to create a strong impression of the voice of Democracy.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “voice”. 
    ","TEXT: There are many visions of democracy, and in America we are fortunate to have The Bill of rights together with The Constitution and the Declaration of Independence to create a strong impression of the voice of Democracy.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""voice""? Choose the best option from the following:

    ",democracy,example,justice,case,"TEXT: "" There are many visions of democracy, and in America we are fortunate to have The Bill of rights together with The Constitution and the Declaration of Independence to create a strong impression of the voice of Democracy.""
QUESTION: Which word is being described or explained by the metaphorical word ""voice""? Choose the best option from the following:
A) case
B) justice
C) democracy
D) example
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'example': 'B', 'justice': 'C', 'case': 'D'}","{'A': 'case', 'B': 'justice', 'C': 'democracy', 'D': 'example'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The Senate is poison.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “poison”. 
    ","TEXT: The Senate is poison.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""poison""? Choose the best option from the following:

    ",senate,detrimental,committee,hazard,"TEXT: "" The Senate is poison.""
QUESTION: Which word is being described or explained by the metaphorical word ""poison""? Choose the best option from the following:
A) hazard
B) detrimental
C) committee
D) senate
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'senate': 'A', 'detrimental': 'B', 'committee': 'C', 'hazard': 'D'}","{'A': 'hazard', 'B': 'detrimental', 'C': 'committee', 'D': 'senate'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: December 10, 1996 The Teamsters union, which has filed a petition to represent Anne Arundel police officers and deputy sheriffs, is stuck in a bureaucratic turnstile that may ruin its chance of becoming the county's largest law enforcement bargaining unit.Since October, when more than 400 county police officers filed petition cards calling for a union vote, the Teamsters have been unable to arrange for elections.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “turnstile”. 
    ","TEXT: December 10, 1996 The Teamsters union, which has filed a petition to represent Anne Arundel police officers and deputy sheriffs, is stuck in a bureaucratic turnstile that may ruin its chance of becoming the county's largest law enforcement bargaining unit.Since October, when more than 400 county police officers filed petition cards calling for a union vote, the Teamsters have been unable to arrange for elections.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""turnstile""? Choose the best option from the following:

    ",bureaucratic,delay,legislation,impediment,"TEXT: "" December 10, 1996 The Teamsters union, which has filed a petition to represent Anne Arundel police officers and deputy sheriffs, is stuck in a bureaucratic turnstile that may ruin its chance of becoming the county's largest law enforcement bargaining unit.Since October, when more than 400 county police officers filed petition cards calling for a union vote, the Teamsters have been unable to arrange for elections.""
QUESTION: Which word is being described or explained by the metaphorical word ""turnstile""? Choose the best option from the following:
A) delay
B) legislation
C) impediment
D) bureaucratic
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'bureaucratic': 'A', 'delay': 'B', 'legislation': 'C', 'impediment': 'D'}","{'A': 'delay', 'B': 'legislation', 'C': 'impediment', 'D': 'bureaucratic'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Thus it is that humanity today labors under the burden of a vast parasite, which, left unchecked, will do what all parasites do: it will destroy its host, even though its own survival depends upon the health of its host.  Today the parasite of government has the power to turn our entire planet into a radioactive cinder, unfit to sustain any kind of life as we know it.  As things stand now, it is likely to do this. But maybe it’s not too late. Maybe, by using HoloMatic institutions comprised of ethical Octologues, we can pull ourselves back from the brink of disaster and transform human society into a sustainable thriving whole.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “parasite”. 
    ","TEXT: Thus it is that humanity today labors under the burden of a vast parasite, which, left unchecked, will do what all parasites do: it will destroy its host, even though its own survival depends upon the health of its host.  Today the parasite of government has the power to turn our entire planet into a radioactive cinder, unfit to sustain any kind of life as we know it.  As things stand now, it is likely to do this. But maybe it’s not too late. Maybe, by using HoloMatic institutions comprised of ethical Octologues, we can pull ourselves back from the brink of disaster and transform human society into a sustainable thriving whole.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""parasite""? Choose the best option from the following:

    ",government,detriment,jurisdiction,liability,"TEXT: "" Thus it is that humanity today labors under the burden of a vast parasite, which, left unchecked, will do what all parasites do: it will destroy its host, even though its own survival depends upon the health of its host.  Today the parasite of government has the power to turn our entire planet into a radioactive cinder, unfit to sustain any kind of life as we know it.  As things stand now, it is likely to do this. But maybe it’s not too late. Maybe, by using HoloMatic institutions comprised of ethical Octologues, we can pull ourselves back from the brink of disaster and transform human society into a sustainable thriving whole.""
QUESTION: Which word is being described or explained by the metaphorical word ""parasite""? Choose the best option from the following:
A) detriment
B) government
C) jurisdiction
D) liability
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'government': 'A', 'detriment': 'B', 'jurisdiction': 'C', 'liability': 'D'}","{'A': 'detriment', 'B': 'government', 'C': 'jurisdiction', 'D': 'liability'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: 08 Nor yet again is there any logical reason in the division of the field of the science of political economy for following that department which treats of the distribution of wealth with other departments treating of the consumption of wealth or of taxation, as is done by some of the minor and more recent writers.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “consumption”. 
    ","TEXT: 08 Nor yet again is there any logical reason in the division of the field of the science of political economy for following that department which treats of the distribution of wealth with other departments treating of the consumption of wealth or of taxation, as is done by some of the minor and more recent writers.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""consumption""? Choose the best option from the following:

    ",wealth,use,affluence,application,"TEXT: "" 08 Nor yet again is there any logical reason in the division of the field of the science of political economy for following that department which treats of the distribution of wealth with other departments treating of the consumption of wealth or of taxation, as is done by some of the minor and more recent writers.""
QUESTION: Which word is being described or explained by the metaphorical word ""consumption""? Choose the best option from the following:
A) application
B) affluence
C) wealth
D) use
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'wealth': 'A', 'use': 'B', 'affluence': 'C', 'application': 'D'}","{'A': 'application', 'B': 'affluence', 'C': 'wealth', 'D': 'use'}"
